satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
bien,bien,low,136,3,no,yes,no,hr,medium
tres bien,excellent,medium,240,6,yes,yes,no,marketing,medium
assez bien,bien,low,156,3,no,yes,no,sales,medium
passable,excellent,high,305,4,no,yes,no,accounting,medium
bien,bien,low,154,3,yes,yes,no,support,medium
excellent,excellent,medium,261,5,yes,yes,no,technical,medium
passable,excellent,high,244,4,no,yes,no,management,medium
bien,bien,low,129,3,no,yes,no,marketing,high
excellent,excellent,medium,254,5,no,yes,no,marketing,low
tres bien,excellent,medium,236,5,no,yes,no,marketing,medium
excellent,excellent,medium,237,5,no,yes,no,sales,medium
bien,bien,low,135,3,no,yes,no,sales,medium
tres bien,excellent,medium,236,5,no,yes,no,sales,medium
assez bien,bien,low,149,3,no,yes,no,sales,low
assez bien,bien,low,141,3,no,yes,no,sales,low
excellent,excellent,medium,270,5,no,yes,no,sales,low
bien,bien,low,138,3,no,yes,no,sales,low
passable,excellent,high,298,4,no,yes,no,sales,low
tres bien,excellent,medium,254,5,no,yes,no,sales,low
excellent,excellent,medium,248,5,no,yes,no,sales,low
tres bien,excellent,medium,257,6,no,yes,no,sales,low
bien,bien,low,150,3,no,yes,no,sales,low
passable,excellent,high,281,4,no,yes,no,sales,low
bien,bien,low,141,3,yes,yes,no,sales,low
bien,bien,low,157,3,no,yes,no,sales,low
bien,bien,low,136,3,no,yes,no,sales,low
passable,excellent,high,296,4,no,yes,no,sales,low
passable,excellent,high,279,4,no,yes,no,sales,low
assez bien,bien,low,131,3,no,yes,no,sales,low
bien,bien,low,160,3,no,yes,no,accounting,low
passable,tres bien,high,291,4,no,yes,no,accounting,low
bien,bien,low,157,3,no,yes,no,accounting,low
tres bien,bien,low,294,4,no,yes,no,hr,low
passable,tres bien,high,310,4,no,yes,no,hr,low
passable,excellent,high,282,4,no,yes,no,hr,medium
bien,bien,low,134,3,no,yes,no,hr,medium
assez bien,bien,medium,214,4,no,yes,no,technical,medium
bien,bien,low,137,3,no,yes,no,technical,medium
tres bien,excellent,medium,252,5,no,yes,no,technical,medium
tres bien,excellent,medium,243,6,no,yes,no,technical,medium
assez bien,bien,low,148,3,no,yes,no,technical,medium
assez bien,bien,low,151,3,no,yes,no,technical,medium
assez bien,bien,low,129,3,no,yes,no,technical,medium
bien,tres bien,low,198,2,no,yes,no,technical,medium
bien,tres bien,medium,275,6,no,yes,no,technical,medium
excellent,excellent,medium,243,5,no,yes,no,technical,medium
assez bien,bien,low,159,3,no,yes,no,technical,high
bien,bien,low,145,3,no,yes,no,support,low
excellent,excellent,medium,242,5,no,yes,no,support,medium
tres bien,excellent,medium,242,5,no,yes,no,support,medium
bien,bien,low,145,3,no,yes,no,support,medium
bien,bien,low,154,3,no,yes,yes,support,medium
bien,bien,low,139,3,no,yes,no,support,low
bien,bien,low,152,3,no,yes,no,support,low
excellent,excellent,low,211,3,no,yes,no,support,low
excellent,excellent,medium,258,5,no,yes,no,support,low
assez bien,bien,low,155,3,no,yes,no,support,low
assez bien,bien,low,148,3,no,yes,no,support,low
tres bien,tres bien,low,255,3,no,yes,no,technical,low
passable,excellent,high,264,4,no,yes,no,technical,low
assez bien,bien,low,132,3,no,yes,no,technical,low
passable,tres bien,high,255,4,no,yes,no,management,low
passable,excellent,medium,263,4,no,yes,no,IT,low
excellent,excellent,medium,222,5,no,yes,no,IT,low
passable,excellent,high,263,4,no,yes,no,IT,low
assez bien,bien,low,157,3,no,yes,no,IT,low
passable,excellent,high,307,4,no,yes,no,IT,low
tres bien,excellent,medium,259,6,no,yes,no,product_mng,low
excellent,excellent,medium,222,6,no,yes,no,product_mng,low
passable,excellent,high,250,4,no,yes,no,product_mng,low
excellent,excellent,medium,245,5,no,yes,no,product_mng,low
passable,tres bien,high,292,4,no,yes,no,IT,low
excellent,excellent,medium,252,5,no,yes,no,RandD,low
assez bien,bien,low,161,3,no,yes,no,RandD,medium
passable,excellent,medium,250,4,no,yes,no,RandD,medium
bien,bien,low,134,3,no,yes,no,RandD,medium
passable,excellent,high,279,4,no,yes,no,RandD,medium
passable,excellent,high,256,4,no,yes,no,marketing,medium
assez bien,bien,low,127,3,no,yes,no,sales,medium
assez bien,bien,low,138,3,yes,yes,no,accounting,medium
excellent,excellent,medium,243,5,no,yes,no,support,medium
passable,excellent,high,296,4,no,yes,no,technical,medium
passable,excellent,high,267,4,no,yes,no,management,medium
assez bien,bien,low,144,3,no,yes,no,marketing,medium
excellent,excellent,medium,251,5,no,yes,no,marketing,medium
bien,bien,low,148,3,no,yes,no,marketing,high
bien,bien,low,141,3,no,yes,no,sales,low
excellent,tres bien,low,268,2,no,yes,no,sales,medium
passable,excellent,high,247,4,no,yes,no,sales,medium
passable,bien,low,247,4,no,yes,no,sales,medium
assez bien,bien,low,146,3,no,yes,no,sales,medium
assez bien,bien,low,140,3,no,yes,no,sales,low
tres bien,excellent,medium,263,6,no,yes,no,sales,low
bien,bien,low,145,3,no,yes,no,sales,low
bien,bien,low,156,3,yes,yes,no,sales,low
tres bien,excellent,medium,244,6,no,yes,no,sales,low
bien,bien,low,144,3,no,yes,no,sales,low
passable,excellent,high,286,4,no,yes,no,sales,low
assez bien,tres bien,medium,141,2,no,yes,no,sales,low
passable,excellent,high,260,5,no,yes,no,sales,low
assez bien,bien,low,154,3,no,yes,no,sales,low
excellent,excellent,medium,225,5,no,yes,no,sales,low
assez bien,bien,low,127,3,no,yes,no,sales,low
bien,bien,low,140,3,no,yes,no,sales,low
bien,bien,low,147,3,no,yes,no,sales,low
excellent,excellent,medium,227,5,no,yes,no,accounting,low
bien,bien,low,153,3,no,yes,no,accounting,low
assez bien,bien,low,128,3,no,yes,no,accounting,low
tres bien,excellent,medium,228,5,no,yes,no,hr,low
tres bien,excellent,medium,235,5,no,yes,no,hr,low
assez bien,bien,low,148,3,no,yes,no,hr,low
bien,tres bien,medium,238,3,no,yes,no,hr,low
bien,bien,low,141,3,no,yes,no,technical,medium
bien,excellent,medium,249,4,no,yes,no,technical,medium
bien,bien,low,151,3,no,yes,no,technical,medium
bien,bien,low,129,3,no,yes,no,technical,medium
bien,bien,low,156,3,no,yes,no,technical,medium
assez bien,bien,low,134,3,no,yes,no,technical,medium
passable,excellent,high,269,4,no,yes,no,technical,medium
passable,tres bien,high,290,4,no,yes,no,technical,medium
assez bien,bien,low,132,3,no,yes,no,technical,medium
passable,excellent,high,308,4,no,yes,no,technical,medium
tres bien,excellent,medium,232,5,no,yes,no,technical,medium
tres bien,excellent,medium,235,5,no,yes,no,support,medium
bien,bien,low,130,3,no,yes,no,support,high
assez bien,bien,low,146,3,no,yes,no,support,low
tres bien,excellent,medium,221,6,no,yes,no,support,medium
bien,bien,low,130,3,no,yes,no,support,medium
assez bien,bien,low,136,3,no,yes,no,support,medium
tres bien,excellent,medium,274,6,no,yes,no,support,medium
passable,tres bien,high,256,5,no,yes,no,support,low
passable,tres bien,medium,276,4,no,yes,no,support,low
tres bien,excellent,medium,267,5,no,yes,no,support,low
bien,tres bien,high,213,3,no,yes,no,support,low
excellent,excellent,medium,274,6,no,yes,no,technical,low
passable,excellent,high,258,4,no,yes,no,technical,low
tres bien,tres bien,low,153,5,no,yes,no,technical,low
passable,excellent,high,245,4,no,yes,no,management,low
passable,excellent,high,264,4,no,yes,no,IT,low
bien,bien,low,154,3,no,yes,no,IT,low
assez bien,bien,low,149,3,no,yes,no,IT,low
bien,bien,low,157,3,no,yes,no,IT,low
bien,bien,low,127,3,no,yes,no,IT,low
passable,excellent,high,270,4,no,yes,no,product_mng,low
tres bien,excellent,medium,236,6,no,yes,no,product_mng,low
bien,bien,low,158,3,no,yes,no,product_mng,low
excellent,excellent,medium,229,5,no,yes,no,product_mng,low
passable,excellent,high,269,4,no,yes,no,IT,low
bien,bien,low,128,3,no,yes,no,sales,low
passable,excellent,high,278,4,no,yes,no,sales,low
excellent,excellent,low,158,5,no,yes,no,sales,low
bien,excellent,low,202,3,no,yes,no,sales,medium
tres bien,excellent,medium,240,5,no,yes,no,sales,medium
passable,excellent,high,255,4,no,yes,no,marketing,medium
passable,excellent,high,254,4,no,yes,no,sales,medium
passable,excellent,high,257,4,no,yes,no,accounting,medium
excellent,excellent,medium,228,5,no,yes,no,support,medium
assez bien,bien,low,145,3,no,yes,no,technical,medium
bien,tres bien,low,218,4,no,yes,no,management,medium
excellent,excellent,medium,268,5,no,yes,no,marketing,medium
passable,excellent,high,278,4,no,yes,no,marketing,medium
tres bien,tres bien,low,249,5,no,yes,no,marketing,medium
assez bien,excellent,low,236,4,no,yes,no,sales,medium
passable,excellent,high,291,4,no,yes,no,sales,high
passable,excellent,high,306,4,no,yes,no,sales,low
bien,bien,low,135,3,no,yes,no,sales,medium
assez bien,bien,low,156,3,no,yes,no,sales,medium
bien,bien,low,143,3,no,yes,no,sales,medium
excellent,excellent,medium,243,5,no,yes,no,sales,medium
bien,bien,low,147,3,no,yes,no,sales,low
bien,bien,low,159,3,no,yes,no,sales,low
tres bien,bien,medium,216,3,no,yes,no,sales,low
bien,bien,low,152,3,no,yes,no,sales,low
tres bien,excellent,medium,226,5,no,yes,no,sales,low
tres bien,excellent,medium,271,5,no,yes,no,sales,low
passable,excellent,high,255,4,no,yes,no,sales,low
bien,bien,low,140,3,no,yes,no,sales,low
tres bien,excellent,high,252,2,no,yes,no,sales,low
bien,bien,low,159,3,no,yes,no,sales,low
excellent,excellent,medium,270,5,no,yes,no,sales,low
tres bien,excellent,medium,232,5,no,yes,no,sales,low
bien,bien,low,144,3,no,yes,no,accounting,low
assez bien,bien,low,127,3,no,yes,no,accounting,low
bien,bien,low,131,3,no,yes,no,accounting,low
passable,tres bien,high,243,4,no,yes,no,hr,low
excellent,excellent,medium,244,6,no,yes,no,hr,low
excellent,excellent,medium,260,5,no,yes,no,hr,low
bien,bien,low,139,3,no,yes,no,hr,low
assez bien,excellent,medium,184,3,no,yes,no,technical,low
bien,bien,low,130,3,no,yes,no,technical,low
assez bien,bien,low,135,3,no,yes,no,technical,medium
bien,bien,low,146,3,no,yes,no,technical,medium
bien,bien,low,149,3,no,yes,no,technical,medium
bien,bien,low,153,3,yes,yes,no,technical,medium
bien,bien,low,160,3,no,yes,no,technical,medium
bien,bien,low,160,3,no,yes,no,technical,medium
passable,excellent,high,282,4,no,yes,no,technical,medium
bien,bien,low,128,3,no,yes,no,technical,medium
tres bien,excellent,medium,232,5,no,yes,no,technical,medium
excellent,bien,low,226,2,no,yes,no,support,medium
assez bien,bien,low,129,3,no,yes,no,support,medium
passable,excellent,high,255,4,no,yes,no,support,medium
excellent,excellent,medium,258,5,no,yes,no,support,high
excellent,excellent,medium,229,5,no,yes,no,support,low
bien,bien,low,143,3,no,yes,no,support,medium
passable,excellent,high,257,4,no,yes,no,support,medium
passable,excellent,high,275,4,no,yes,no,support,medium
passable,excellent,high,291,4,no,yes,no,support,medium
bien,bien,medium,153,4,no,yes,no,support,low
bien,bien,low,154,3,no,yes,no,support,low
passable,excellent,high,301,4,no,yes,no,technical,low
assez bien,bien,low,134,3,no,yes,no,technical,low
passable,tres bien,high,245,4,no,yes,no,technical,low
assez bien,bien,low,132,3,no,yes,no,management,low
bien,bien,low,130,3,no,yes,no,IT,low
bien,bien,low,127,3,no,yes,no,IT,low
excellent,excellent,medium,246,6,no,yes,no,IT,low
assez bien,bien,low,145,3,no,yes,no,IT,low
bien,bien,low,138,3,no,yes,yes,IT,low
assez bien,bien,low,129,3,no,yes,no,product_mng,low
bien,bien,low,150,3,no,yes,no,product_mng,low
tres bien,excellent,medium,253,5,no,yes,no,product_mng,low
assez bien,bien,low,160,3,no,yes,no,product_mng,low
tres bien,excellent,medium,235,5,no,yes,no,IT,low
assez bien,bien,low,151,3,no,yes,no,sales,low
assez bien,bien,low,127,3,no,yes,no,sales,low
bien,bien,low,151,3,no,yes,no,sales,low
passable,excellent,high,290,4,no,yes,no,sales,low
passable,excellent,high,249,4,no,yes,no,sales,low
bien,bien,low,131,3,no,yes,no,marketing,medium
assez bien,bien,low,159,3,no,yes,no,sales,medium
excellent,excellent,medium,223,5,no,yes,no,accounting,medium
passable,excellent,low,214,2,no,yes,no,support,medium
tres bien,excellent,medium,227,5,no,yes,no,technical,medium
bien,bien,low,127,3,no,yes,no,management,medium
passable,excellent,high,293,5,no,yes,no,marketing,medium
bien,bien,low,141,3,no,yes,no,marketing,medium
passable,excellent,high,300,4,no,yes,no,marketing,medium
passable,excellent,high,309,4,no,yes,no,sales,medium
assez bien,tres bien,medium,149,3,no,yes,no,sales,medium
bien,bien,low,159,3,no,yes,no,sales,medium
assez bien,bien,low,152,3,no,yes,no,sales,high
assez bien,bien,low,158,3,no,yes,no,sales,low
passable,excellent,high,254,5,no,yes,no,sales,medium
passable,excellent,high,294,4,no,yes,no,sales,medium
passable,excellent,high,269,4,no,yes,no,sales,medium
passable,excellent,high,247,4,no,yes,no,sales,medium
bien,tres bien,low,271,4,no,yes,no,sales,low
excellent,excellent,medium,232,5,no,yes,no,sales,low
tres bien,excellent,medium,245,5,no,yes,no,sales,low
assez bien,bien,low,132,3,no,yes,no,sales,low
bien,bien,low,131,3,no,yes,no,sales,low
excellent,excellent,medium,248,5,no,yes,no,sales,low
tres bien,excellent,medium,225,5,no,yes,no,sales,low
assez bien,bien,low,156,3,no,yes,no,sales,low
tres bien,excellent,low,222,2,no,yes,no,sales,low
passable,excellent,high,243,4,yes,yes,no,sales,low
assez bien,excellent,medium,204,4,yes,yes,no,accounting,low
passable,excellent,high,301,4,no,yes,no,accounting,low
excellent,excellent,medium,259,5,no,yes,no,accounting,low
excellent,excellent,medium,247,5,no,yes,no,hr,low
passable,tres bien,high,295,4,no,yes,no,hr,low
bien,bien,low,150,3,no,yes,no,hr,low
bien,bien,low,151,3,no,yes,no,hr,low
passable,excellent,medium,291,4,no,yes,no,technical,low
passable,excellent,high,253,4,yes,yes,no,technical,low
bien,bien,low,161,3,no,yes,no,technical,low
excellent,excellent,medium,251,6,no,yes,no,technical,low
bien,bien,low,153,3,no,yes,no,technical,medium
excellent,excellent,medium,264,6,no,yes,no,technical,medium
passable,tres bien,high,310,4,no,yes,no,technical,medium
excellent,excellent,medium,266,5,no,yes,no,technical,medium
assez bien,tres bien,medium,237,2,no,yes,no,technical,medium
bien,bien,low,138,3,no,yes,no,technical,medium
excellent,excellent,medium,227,5,no,yes,no,technical,medium
tres bien,excellent,medium,300,5,no,yes,no,support,medium
passable,excellent,high,310,4,no,yes,no,support,medium
excellent,excellent,medium,236,5,no,yes,no,support,medium
passable,excellent,high,288,4,no,yes,no,support,medium
assez bien,bien,low,127,3,no,yes,no,support,medium
passable,bien,high,139,4,no,yes,no,support,high
passable,excellent,high,253,4,yes,yes,no,support,low
excellent,excellent,medium,218,5,yes,yes,no,support,medium
excellent,excellent,medium,251,5,no,yes,no,support,medium
passable,excellent,high,264,4,no,yes,no,support,medium
excellent,tres bien,low,149,2,no,yes,no,support,medium
bien,bien,low,138,3,no,yes,no,technical,low
passable,excellent,high,284,4,no,yes,no,technical,low
tres bien,excellent,medium,244,5,no,yes,no,technical,low
bien,bien,low,128,3,no,yes,no,management,low
bien,bien,low,154,3,no,yes,no,IT,low
assez bien,bien,low,138,3,no,yes,no,IT,low
passable,excellent,high,308,4,no,yes,no,IT,low
passable,excellent,high,269,4,no,yes,no,IT,low
tres bien,tres bien,high,136,3,no,yes,no,IT,low
bien,excellent,low,160,5,no,yes,no,product_mng,low
assez bien,bien,low,138,3,no,yes,no,product_mng,low
tres bien,excellent,medium,220,5,no,yes,no,product_mng,low
tres bien,excellent,medium,274,5,no,yes,no,product_mng,low
assez bien,bien,low,161,3,no,yes,no,IT,low
excellent,excellent,medium,224,6,no,yes,no,RandD,low
excellent,excellent,medium,260,5,no,yes,no,RandD,low
passable,tres bien,high,300,4,yes,yes,no,RandD,low
bien,bien,low,133,3,no,yes,no,RandD,low
passable,excellent,high,308,4,no,yes,no,RandD,low
excellent,excellent,medium,238,6,no,yes,no,marketing,low
assez bien,bien,low,126,3,no,yes,no,sales,low
assez bien,bien,low,138,3,no,yes,no,accounting,medium
passable,excellent,high,299,4,no,yes,no,support,medium
passable,excellent,high,254,4,no,yes,no,technical,medium
tres bien,bien,high,156,2,no,yes,no,management,medium
assez bien,bien,low,152,3,no,yes,no,marketing,medium
bien,bien,low,146,3,no,yes,no,marketing,medium
passable,excellent,high,253,4,no,yes,no,marketing,medium
tres bien,excellent,medium,227,6,no,yes,no,sales,medium
passable,excellent,high,301,4,yes,yes,no,sales,medium
bien,excellent,high,294,3,no,yes,no,sales,medium
assez bien,bien,low,151,3,no,yes,no,sales,medium
assez bien,bien,low,128,3,no,yes,no,sales,medium
excellent,excellent,medium,217,5,no,yes,no,sales,high
bien,bien,low,160,3,no,yes,no,sales,low
tres bien,excellent,medium,263,5,no,yes,no,sales,medium
bien,bien,low,156,3,no,yes,no,sales,medium
passable,excellent,high,273,4,no,yes,no,sales,medium
passable,tres bien,high,303,4,no,yes,no,sales,medium
tres bien,excellent,medium,253,5,no,yes,no,sales,low
passable,excellent,high,270,4,no,yes,no,sales,low
tres bien,excellent,medium,218,5,no,yes,no,sales,low
bien,bien,low,144,3,no,yes,no,sales,low
bien,bien,low,154,3,no,yes,no,sales,low
assez bien,bien,low,146,3,no,yes,no,sales,low
passable,excellent,high,260,4,no,yes,no,sales,low
excellent,excellent,medium,218,5,no,yes,no,sales,low
bien,bien,low,128,3,no,yes,no,accounting,low
bien,bien,low,128,3,no,yes,no,accounting,low
tres bien,excellent,medium,248,6,no,yes,no,accounting,low
assez bien,bien,low,152,3,yes,yes,no,hr,low
assez bien,bien,low,126,3,no,yes,no,hr,low
excellent,excellent,medium,260,5,no,yes,no,hr,low
passable,excellent,medium,263,4,no,yes,no,hr,low
tres bien,excellent,medium,220,5,no,yes,no,technical,low
passable,tres bien,high,282,5,no,yes,no,technical,low
passable,excellent,high,277,5,no,yes,no,technical,low
excellent,excellent,medium,257,5,no,yes,no,technical,low
bien,tres bien,high,265,3,no,yes,no,technical,low
assez bien,bien,low,143,3,no,yes,no,technical,low
excellent,excellent,medium,263,5,no,yes,no,technical,medium
assez bien,excellent,low,154,4,no,yes,no,technical,medium
excellent,excellent,medium,253,5,no,yes,no,technical,medium
passable,tres bien,high,294,4,no,yes,no,technical,medium
assez bien,bien,low,128,3,no,yes,no,technical,medium
assez bien,bien,low,153,3,no,yes,no,support,medium
tres bien,excellent,medium,256,5,no,yes,no,support,medium
bien,bien,low,127,3,no,yes,no,support,medium
bien,bien,low,137,3,no,yes,no,support,medium
passable,excellent,high,295,4,no,yes,no,support,medium
passable,tres bien,high,281,4,no,yes,no,support,medium
bien,bien,low,131,3,yes,yes,no,support,medium
tres bien,excellent,medium,237,5,no,yes,no,support,high
tres bien,excellent,medium,276,5,no,yes,no,support,low
excellent,excellent,medium,267,5,no,yes,no,support,medium
